rest_id,zomato_url,name,city,area,rating,rating_count,telephone,cusine,cost_for_two,address,online_order,table_reservation,delivery_only,famous_food,longitude,latitude
100753,https://www.zomato.com/lucknow/mocha-gomti-nagar,Mocha,Lucknow,Gomti Nagar,4.4,1935.0,+91 8874209898,"Italian, Continental, Bakery",1500.0,"CP-1, 2nd Floor, Anand Plaza, Viram Khand-1, Near Patrakarpuram Crossing, Gomti Nagar, Lucknow",True,False,False,"Coffee , Pizza , Pasta , Long Island Iced Tea , Cocktails , Mocktails , Burgers",81.0011756793,26.852866536799997
100766,https://www.zomato.com/lucknow/bombay-sweet-and-bakers-indira-nagar,Bombay Sweet and Bakers,Lucknow,Indira Nagar,3.0,0.0,+91 9792442154,"Mithai, Bakery, Fast Food",500.0,"Plot 8, Priti Vihar Nagar, Near Nigam Degree College, Surendra Nagar, Faizabad Road Indira Nagar, Lucknow",True,False,False,Not available,81.0136653855,26.8747695006
100769,https://www.zomato.com/lucknow/bombay-brasserie-gomti-nagar,Bombay Brasserie,Lucknow,Gomti Nagar,4.6,499.0,0522 6673693,Modern Indian,1500.0,"003, Ground Floor, Rohtas Summit, Vibhuti Khand, Gomti Nagar, Lucknow",True,True,False,"Mocktails , Cocktails , Tea , Fries , Kulcha , Bread Pudding , Mojito",81.0117978975,26.865289035700002
100782,https://www.zomato.com/lucknow/nivis-cafe-rajajipuram,Nivi's Cafe,Lucknow,Rajajipuram,3.2,10.0,+91 9532997997,"Mughlai, Chinese, North Indian",400.0,"E 2015, Rajajipuram, Lucknow",False,False,False,Not available,80.8736813,26.839968
100785,https://www.zomato.com/lucknow/raheems-chowk,Raheem's,Lucknow,Chowk,4.6,1331.0,+91 9807651558,Mughlai,300.0,"Akbari Gate, Chowk, Lucknow",False,False,False,"Mutton Nihari , Kulcha Nihari , Paya , Mutton Biryani , Chicken Tikka , Chicken Biryani , Seekh Kebab",80.906341821,26.8596094681
100799,https://www.zomato.com/lucknow/lucknow-junction-food-arena-aliganj,Lucknow Junction Food Arena,Lucknow,Aliganj,3.1,7.0,+91 8922000555,"North Indian, Chinese",200.0,"60 Feet Road, Sultanpur Village, Jankipuram Extension, Lucknow",False,False,False,Not available,80.9420379996,26.923200801
100800,https://www.zomato.com/lucknow/panditji-ke-dehati-aliganj,Panditji Ke Dehati Rasgulle,Lucknow,Aliganj,4.3,417.0,+91 8700853113 +91 9554471240,"Mithai, Street Food",150.0,"B-1/49, Sector Q Road, Sector B, Aliganj, Lucknow",True,False,False,"Rasgulla , Gulab Jamun",80.9440003708,26.902593493
100810,https://www.zomato.com/lucknow/mix-adda-foods-go-69-pizza-kaiserbagh,Mix Adda Foods- Go 69 Pizza,Lucknow,Kaiserbagh,3.1,8.0,+91 9918777771,"Pizza, Fast Food",300.0,"Dr RK Tandon Rd, Khayali Ganj, Kaiserbagh, Lucknow",True,False,False,Not available,80.9270556,26.852936699999997
100819,https://www.zomato.com/lucknow/prakash-kulfi-aminabad,Prakash Kulfi,Lucknow,Aminabad,4.7,821.0,+91 9451950060,Desserts,150.0,"12 & 13, Fruit Lane, Aminabad Market, Aminabad, Lucknow",True,False,False,"Kulfi Faluda , Kesar Pista , Kesar Kulfi , Stick Kulfi , Mango Kulfi , Sugar Free Kulfi",80.9272057191,26.847708041300002
100826,https://www.zomato.com/lucknow/dehli-kitchen-alambagh,Dehli Kitchen,Lucknow,Alambagh,3.3,11.0,+91 9792735657 +91 9984418484,"Chinese, Fast Food",100.0,"Near Canara Bank, Sujanpura, Alambagh, Lucknow",True,False,False,Not available,80.908333,26.817944
100832,https://www.zomato.com/lucknow/afreen-dine-delivery-indira-nagar,Afreen - Dine & Delivery,Lucknow,Indira Nagar,4.1,429.0,+91 7080085440 +91 9044750810,Mughlai,300.0,"Azad Market, Behind Lekhraj Dollar, Bhoothnath, Indira Nagar, Lucknow",True,False,False,"Shawarma , Mutton Biryani , Tandoori Chicken , Chicken Korma , Paratha , Butter Chicken , Chicken Shawarama",80.9855772927,26.8737613474
100842,https://www.zomato.com/lucknow/ektas-kitchen-rajajipuram,Ekta's Kitchen,Lucknow,Rajajipuram,3.0,0.0,+91 9936677794 +91 8009239369,North Indian,200.0,"D 5, Sheetlapuram, Near Jalalpur Railway Crossing, Rajajipuram, Lucknow",False,False,False,Not available,80.88029350000001,26.831800800000003
100848,https://www.zomato.com/lucknow/wahid-biryani-1-aminabad,Wahid Biryani,Lucknow,Aminabad,3.6,935.0,0522 2611878 +91 9026473878,"Mughlai, Biryani",300.0,"Naaz Cinema Road, Aminabad Market, Aminabad, Lucknow",True,False,False,"Chicken Masala , Butter Chicken , Zafrani Kheer , Chicken Biryani , Mutton Biryani , Raita , Paratha",80.92734318229999,26.848224051
100859,https://www.zomato.com/lucknow/spice-affair-1-aliganj,Spice Affair,Lucknow,Aliganj,3.0,4.0,+91 9839929999 +91 9005929999,"South Indian, Chinese",300.0,"sri bala ji darwar, B1/116, Sector K, Aliganj, Lucknow",False,False,False,Not available,0.0,0.0
100873,https://www.zomato.com/lucknow/royal-cafe-royal-inn-hazratganj,Royal Cafe - Royal Inn,Lucknow,Hazratganj,4.3,761.0,0522 4017070 0522 4095555,"North Indian, Chinese, Mughlai, Fast Food",800.0,"9/7, Royal Inn, Opposite Sahara Ganj Mall, Shahnajaf Road, Hazratganj, Lucknow",True,False,False,"Chaat , Basket Chat , Butter Chicken , Biryani , Gol Gappe , Paneer Tikka , Tikki",80.9451560676,26.856445189099997
100874,https://www.zomato.com/lucknow/food-lab-2-aliganj,Food Lab,Lucknow,Aliganj,3.0,8.0,+91 8840310394,"Chinese, Continental",200.0,"B-63, Mandir Marg, Mahanagar Extension, Mahanagar, Lucknow, Uttar Pradesh 226006",False,False,False,Not available,80.9495448321,26.881245870900003
100886,https://www.zomato.com/lucknow/dim-sum-point-nishatganj,Dim sum Point,Lucknow,Nishatganj,3.0,5.0,+91 7518106077,Fast Food,250.0,"Near Amity University Gate No -1, Malhaur Nijampur, Nishatganj, Lucknow",False,False,False,Not available,80.9513268247,26.8644479908
100891,https://www.zomato.com/lucknow/shri-lassi-corner-chowk,Shri Lassi Corner,Lucknow,Chowk,4.3,854.0,0522 2254444,"North Indian, Street Food",250.0,"Near Bata Shoe Company, Kamla Nehru Marg, Chowk, Lucknow",False,False,False,"Lassi , Chole Bhature , Gajar Ka Halwa , Rasgulla , Chhole Bhature , Badam Milk , Kulfi",80.91068934649999,26.865544757600002
100902,https://www.zomato.com/lucknow/mezbaan-gomti-nagar,Mezbaan,Lucknow,Gomti Nagar,3.2,10.0,+91 8447304432,North Indian,600.0,"9, Food Court, Fun Mall, Gomti Nagar, Lucknow",False,False,False,Not available,80.9763112664,26.858199477
100904,https://www.zomato.com/lucknow/kgn-restaurant-aliganj,KGN Restaurant,Lucknow,Aliganj,3.9,572.0,+91 7704081746 +91 7398084813,Mughlai,500.0,"Awadh Bajar, Near Jama Masjid, Tedhi Pulia, Aliganj, Lucknow",True,False,False,"Chicken Biryani , Paratha , Boti Chicken , Chicken Roll , Chicken Butter Masala",80.95653533939999,26.9088516235
100914,https://www.zomato.com/lucknow/mughal-e-azam-gomti-nagar,Mughal-e-Azam,Lucknow,Gomti Nagar,3.1,8.0,+91 9935000473,"Mughlai, North Indian",300.0,"Main Khargapur Chauraha, Near Aditya Hp Petrol Pump, Gomti Nagar, Lucknow",True,False,False,Not available,81.0135833,26.841385600000002
100917,https://www.zomato.com/lucknow/the-terrace-2-hazratganj,The Terrace,Lucknow,Hazratganj,4.4,772.0,+91 9936438000 0522 4005678,"North Indian, Continental",1400.0,"4th Floor, Hotel Charans Plaza, 11 Habibulah Estate, Hazratganj, Lucknow",False,False,False,"Pasta , Mutton Biryani , Chicken Tikka , Salad , Butter Chicken , Farmhouse Pizza , Naan",80.9413345903,26.851412490100003
100930,https://www.zomato.com/lucknow/green-cafe-indira-nagar,Green cafe,Lucknow,Indira Nagar,3.1,4.0,+91 9838644954,Bakery,150.0,"Amraprali Chauraha, Indira Nagar, Lucknow",False,False,False,Not available,80.9798206016,26.8824985762
100932,https://www.zomato.com/lucknow/barbeque-nation-gomti-nagar,Barbeque Nation,Lucknow,Gomti Nagar,4.9,2309.0,18001086060 +91 9654956060,"North Indian, Chinese, Mediterranean",1600.0,"3rd Floor, Riverside Mall, Vipin Khand, Gomti Nagar, Lucknow",False,True,False,"Biryani , Fish , Mocktails , Paan Kulfi , Paneer Tikka , Cocktails , Salad",80.968628414,26.853349918699998
100946,https://www.zomato.com/lucknow/bhawani-foods-4-hazratganj,Bhawani Foods,Lucknow,Hazratganj,3.0,5.0,+91 7376640590,"Chinese, South Indian, Indian",200.0,"15, Ashok Marg, Hazratganj, Lucknow",True,False,False,Not available,80.9489179687,26.851372499999997
100948,https://www.zomato.com/lucknow/smoked-hazratganj,Smoked,Lucknow,Hazratganj,4.4,545.0,0522 4334888,Cafe,750.0,"21, Gokhale Marg, Next to Lakme Salon, Hazratganj, Lucknow",True,True,False,"Pasta , Coffee , Honey Chilli Potatoes , Waffles , Pizza , Mojito , Chilli Paneer",80.9551352262,26.8581991779
100962,https://www.zomato.com/lucknow/dragon-aliganj,Dragon,Lucknow,Aliganj,3.0,0.0,+91 7617072224,"Chinese, Fast Food",200.0,"Lower Ground Floor 05, Maa Sharda Complex, Sector 5, Vikas Nagar, Aliganj, Lucknow",True,False,False,Not available,80.9655055181,26.893349244899998
100964,https://www.zomato.com/lucknow/the-chocolate-room-hazratganj,The Chocolate Room,Lucknow,Hazratganj,4.1,630.0,052 24241933,"Cafe, Bakery, Desserts",550.0,"Fourth Floor, Saharaganj Mall, Shahnajaf Road, Hazratganj, Lucknow",True,False,False,"Coffee , Waffles , Pancakes , Spaghetti , Pasta , Chocolate Bomb , Hot Chocolate",80.9460861236,26.8551784357
100978,https://www.zomato.com/lucknow/thaal-restaurant-nishatganj,Thaal Restaurant,Lucknow,Nishatganj,2.8,9.0,+91 9198122583,Indian,200.0,"Shekhupura, Vikas Nagar, Lucknow, Uttar Pradesh 226022",False,False,False,Not available,80.955081,26.892663
100982,https://www.zomato.com/lucknow/lalla-biryani-chowk,Lalla Biryani,Lucknow,Chowk,4.1,867.0,+91 9889194949,Biryani,250.0,"Chaupatia Chauraha, Chowk, Lucknow",True,False,False,"Mutton Korma , Mutton Awadhi Biryani , Lucknowi Biryani , Basmati Rice , Chicken Biryani , Raita",80.90023677800001,26.8648828704
100992,https://www.zomato.com/lucknow/al-baik-com-2-indira-nagar,Al-Baik.Com,Lucknow,Indira Nagar,3.0,12.0,+91 6392016604,Fast Food,250.0,"631/12, Beside Jan Kalyan Hospital, Labour Adda, Mulayam Nagar, Indira Nagar, Lucknow",False,False,False,Not available,81.01029720000001,26.8769641
100997,https://www.zomato.com/lucknow/skyhilton-1-alambagh,Skyhilton,Lucknow,Alambagh,4.5,1155.0,+91 7080888837 +91 7080888838,"North Indian, Chinese, Continental",1500.0,"5th floor, J.B Emporer Square,1212 SA Bargawan, Alambagh, Lucknow",True,False,False,"Cocktails , Beer , Veg Platter , Pizza , Tikka , Pasta , Mocktails",80.9027627483,26.7979348134
101010,https://www.zomato.com/lucknow/barbeque-aashiana,Barbeque,Lucknow,Aashiana,2.7,6.0,0522 6673625,"North Indian, Kebab, Mughlai",400.0,"B-1/57, Sector D, Opposite Balaji Temple Lane Near Community Hall, Lda Colony, Kanpur Road, Aashiana, Lucknow",False,False,False,Not available,80.89702700000001,26.792703600000003
101014,https://www.zomato.com/lucknow/the-cellar-mahanagar,The Cellar,Lucknow,Mahanagar,4.5,631.0,0522 4025101 0522 4025566,Italian,850.0,"M 19, Gole Market, Mahanagar, Lucknow",True,False,False,"Pizza , Pasta Alfredo , Chicken Lasagne , Garlic Bread , Spaghetti , Ravioli , Chicken Wings",80.9584568068,26.874746472600002
101025,https://www.zomato.com/lucknow/janab-begum-restaurant-on-wheels-gomti-nagar,Janab Begum Restaurant On Wheels,Lucknow,East Lucknow,3.1,5.0,+91 9721483086,Fast Food,150.0,"Gomti Nagar, Lucknow",True,False,False,Not available,81.0114191494,26.851328542399997
101030,https://www.zomato.com/lucknow/sign-in-cafe-1-aliganj,Sign In Cafe,Lucknow,Aliganj,4.2,849.0,+91 7565838947,"Biryani, Chinese, Cafe, Continental, Beverages, North Indian, Burger, Coffee",850.0,"B-35, Sector-H, Beli Garad Chauraha Main Road, Aliganj, Lucknow",True,False,False,"Pizza , Mocktails , Burgers , White Sauce Pasta , Noodle , Oreo Shake , Chicken Burger",80.9436402842,26.896899354299997
101041,https://www.zomato.com/lucknow/noodle-inc-aminabad,Noodle Inc.,Lucknow,Aminabad,3.2,6.0,+91 7309674992,Chinese,550.0,"92/206, Gautam Budh Marg, Charbagh, Lucknow",True,False,False,Not available,80.9241466597,26.8360443981
101046,https://www.zomato.com/lucknow/l-14-renaissance-lucknow-hotel-gomti-nagar,L 14 - Renaissance Lucknow Hotel,Lucknow,Gomti Nagar,4.5,559.0,080 45128602,"North Indian, Continental, South Indian, Asian",1500.0,"14th Floor, Renaissance Lucknow Hotel, Vipin Khand, Gomti Nagar, Lucknow",False,True,False,"Breakfast Buffet , Salad , Croissant , Fish , Coffee , Waffles , Pasta",80.9731207788,26.852544979
101059,https://www.zomato.com/lucknow/lajeez-indira-nagar,Lajeez,Lucknow,Indira Nagar,3.2,9.0,+91 9794100101,"North Indian, Indian",500.0,"5-2/71, Shiva JI Market, Indira Nagar, Lucknow",True,False,False,Not available,80.984762,26.8800027
101065,https://www.zomato.com/lucknow/cafe-elaichi-a-pure-veg-desi-delight-gomti-nagar,Cafe Elaichi - A Pure Veg Desi Delight,Lucknow,Gomti Nagar,4.1,249.0,+91 7380700700,"North Indian, South Indian, Chinese, Continental, Beverages, Fast Food, Cafe",1000.0,"2/86, Vijay Khand, Gomti Nagar, Lucknow",True,False,False,"Panipuri , Soya Chaap , Paneer Tikka , Pasta , Mushroom Kabab , Jalebi Rabri , Sandwich",80.994941,26.856381
101073,https://www.zomato.com/lucknow/cream-bell-ice-cream-parlour-gomti-nagar,Cream Bell Ice Cream Parlour,Lucknow,Gomti Nagar,3.0,0.0,+91 7007629700,Desserts,200.0,"3rd Floor, Food Court, City Mall, Gomti Nagar, Lucknow",False,False,False,Not available,80.9861807898,26.8477421429
101081,https://www.zomato.com/lucknow/royal-sky-1-hazratganj,Royal Sky,Lucknow,Hazratganj,4.4,1607.0,0522 4928888 +91 9839023902,"North Indian, Mughlai, Chinese, Continental",1100.0,"Opposite Halwasiya Market Hazratganj, Hazratganj, Lucknow",False,True,False,"Pizza , Cocktails , Noodle , Biryani , Mocktails , Pasta , Spring Roll",80.9410821274,26.8504271616
101094,https://www.zomato.com/lucknow/mughlai-the-taste-aliganj,Mughlai The Taste,Lucknow,Aliganj,4.0,381.0,+91 9335912777,"Mughlai, Biryani",300.0,"Shop B-24, 25, 26, 27, Dilkash Plaza, Puraniya Tiraha, Sitapur Road Aliganj, Lucknow",True,False,False,"Chicken Roll , Fish Curry",80.9376353,26.898346500000002
101096,https://www.zomato.com/lucknow/lado-da-dhaba-1-aashiana,Lado Da Dhaba,Lucknow,Aashiana,3.2,13.0,+91 8299846558,"North Indian, Chinese",150.0,"SS-1897, Sector H, LDA Colony, Lucknow",False,False,False,Not available,80.9114829451,26.7946251585
101110,https://www.zomato.com/lucknow/aarif-muradabadi-chicken-biryani-aashiana,Aarif Muradabadi Chicken Biryani,Lucknow,Aashiana,3.2,8.0,+91 8960595851,Biryani,200.0,"Opposite Vrindavan Yojna Aashiana, Lucknow",False,False,False,Not available,80.950024277,26.7501609642
101116,https://www.zomato.com/lucknow/munick-bistro-bar-gomti-nagar,Munick Bistro & Bar,Lucknow,Gomti Nagar,4.5,986.0,080 45128593,"Chinese, Continental, European, German, North Indian, Italian",1200.0,"27 & 31, Rohtash Presidential Arcade, Vibhuti Khand, Gomti Nagar, Lucknow",True,True,False,"Pizza , Mocktails , Coffee , White Sauce Pasta , Cappuccino , Mojito , Cocktails",81.0080652684,26.8659036645
101125,https://www.zomato.com/lucknow/chanakya-bites-aashiana,Chanakya Bites,Lucknow,Aashiana,3.0,7.0,+91 8476007111,North Indian,200.0,"SS-100, Sector C1 LDA Colony, Aashiana, Lucknow",True,False,False,Not available,80.9010753,26.7977702
101132,https://www.zomato.com/lucknow/burger-beans-aliganj,Burger Beans,Lucknow,Aliganj,4.2,799.0,+91 9821475841 0522 4313231,"Beverages, Burger, Sandwich, Wraps",300.0,"Near Mahindra Coaching Sector-H, Aliganj, Lucknow",True,False,False,"Burgers , Sandwich , Paneer Thick Wrap , Fries , Chicken Keema Wrap , Supreme Burger , Salad",80.943409279,26.8969645377
101140,https://www.zomato.com/lucknow/desi-kitchen-gomti-nagar,Desi Kitchen,Lucknow,Gomti Nagar,2.9,10.0,+91 8601878784 +91 8601878783,"Chinese, Indian",300.0,"C-3/84, Vibhuti Khand, Gomti Nagar, Lucknow",False,False,False,Not available,81.0010169566,26.862594250999997
101148,https://www.zomato.com/lucknow/camcook-gomti-nagar,Camcook,Lucknow,Gomti Nagar,4.2,231.0,+91 5224347373,"Chinese, Fast Food, Hyderabadi, Lucknowi, North Indian, Italian, Rolls, Mughlai",400.0,"2/5, Vikas Khand, Near Manoj Pandey Chauraha, Gomti Nagar, Lucknow",True,False,False,"Noodle , Raita , Chicken Biryani , Chocolava Cake , Chicken Roll , Salad , Garlic Bread",80.9942408279,26.8513245467
101156,https://www.zomato.com/lucknow/ghar-ki-rasoi-chowk,Ghar Ki Rasoi,Lucknow,Chowk,2.9,6.0,+91 9140597505,"North Indian, Chinese",300.0,"C3/3, Napier Road Part 2, Chowk, Lucknow",False,False,False,Not available,0.0,0.0
101161,https://www.zomato.com/lucknow/chhappan-bhog-sadar-bazaar,Chhappan Bhog,Lucknow,Sadar Bazaar,4.7,640.0,0522 2480856 0522 2480956,"Desserts, Street Food",300.0,"Apna Bazaar, Sadar Bazaar, Lucknow",False,False,False,"Chaat , Jalebi , Tikki , Kulfi , Dahi Vada , Lassi , Kaju Barfi",80.9451436624,26.8275441305
101173,https://www.zomato.com/lucknow/square-meal-hotel-ginger-gomti-nagar,Square Meal - Hotel Ginger,Lucknow,Gomti Nagar,3.2,8.0,0522 6723333,"North Indian, Chinese",2000.0,"Hotel Ginger, Viraj Khand, Gomti Nagar, Lucknow",False,False,False,Not available,81.0242292657,26.851600341599998
101180,https://www.zomato.com/lucknow/homeys-cafe-gomti-nagar,Homeys Cafe,Lucknow,Gomti Nagar,4.1,887.0,0522 4011393 +91 9565420988,"Cafe, Fast Food",500.0,"2/163, Vivek khand-2, Gomti Nagar Station Road, Gomti Nagar, Lucknow",True,False,False,"Burgers , Coffee , Pizza , White Sauce Pasta , Nachos , Mocktails , Oreo Shake",80.99538061,26.86078533
101189,https://www.zomato.com/lucknow/wat-a-biryani-gomti-nagar,Wat-a-Biryani,Lucknow,Gomti Nagar,3.1,5.0,+91 7065959000,"Biryani, North Indian",500.0,"1/1, Vardan Khand, Gomtinagar extension, Nagar Nigam Food Safety Zone-15, Gomti Nagar, Lucknow",True,False,False,Not available,81.0030599311,26.8411441927
101197,https://www.zomato.com/lucknow/the-mughals-dastarkhwan-lalbagh,The Mughal's Dastarkhwan,Lucknow,Lalbagh,4.4,949.0,0522 4044777 0522 2614703,"North Indian, Mughlai, Lucknowi, Chinese",800.0,"29, BN Road, Near Royal Hotel Crossing, Lalbagh, Lucknow",True,False,False,"Chicken Masala , Shahi Tukda , Chicken Biryani , Paratha , Mutton Biryani , Murgh Kalimirch , Chicken Handi",80.9402995929,26.8441877454
101206,https://www.zomato.com/lucknow/khana-khazana-aashiana,Khana Khazana,Lucknow,Aashiana,2.9,11.0,+91 7505015757 +91 8799169838,"North Indian, South Indian, Chinese",500.0,"Opposite SBI, Jail Road, Aashiana, Lucknow",False,False,False,Not available,80.9234660491,26.7975358883
101216,https://www.zomato.com/lucknow/baati-chokha-gomti-nagar,Baati Chokha,Lucknow,Gomti Nagar,4.3,966.0,0522 4005642,North Indian,500.0,"2/5, Vivek Khand, Gomti Nagar, Lucknow",True,False,False,"Kheer , Khichda , Thali , Bhatti Paneer , Churma , Sattu Paratha , Lassi",80.99446579810001,26.8588542248
101220,https://www.zomato.com/lucknow/cream-bell-scoopers-aminabad,Cream Bell Scoopers,Lucknow,Aminabad,3.2,12.0,+91 8090000849,"Desserts, Ice Cream",250.0,"Near Naaz Cinema Old Nazirabad Road, Aminabad, Lucknow",False,False,False,Not available,80.9274565056,26.848504340500003
101231,https://www.zomato.com/lucknow/durgma-restaurant-lalbagh,Durgma Restaurant,Lucknow,Lalbagh,3.8,627.0,0522 4240814 +91 9415016128,North Indian,250.0,"Basement, Durgma Towers Lalbagh, Lucknow",True,False,False,"Kheer , Dal Tadka , Dal Fry , Shahi Paneer , Handi Paneer , Tandoori Roti",80.9407478571,26.8475545841
101237,https://www.zomato.com/lucknow/delhi-juice-shakes-alambagh,Delhi Juice & Shakes,Lucknow,Alambagh,3.0,7.0,+91 9616244691,Juices,150.0,"Alambagh Chouraha, Alambagh, Lucknow",False,False,False,Not available,80.9011708573,26.813032785100003
101249,https://www.zomato.com/lucknow/la-pinoz-pizza-1-gomti-nagar,La Pino'z Pizza,Lucknow,Gomti Nagar,4.1,364.0,0522 4339911 0522 4339922,"Pizza, Italian",500.0,"G-1, B - 2\54, Shivani Plaza, Vijay Khand, Gomti Nagar, Lucknow",True,False,False,"Mutton Keema , Margherita Pizza , Garlic Bread , Paneer Tikka Pizza , White Sauce Pasta , Veggie Pizza",80.9944537282,26.8581599946
101253,https://www.zomato.com/lucknow/fuzion-rajajipuram,Fuzion,Lucknow,Rajajipuram,2.8,10.0,+91 9026679015,"Chinese, Thai, North Indian",700.0,"E -1772, Rajajipuram, Lucknow",False,False,False,Not available,80.8786731586,26.8407259745
101273,https://www.zomato.com/lucknow/kolkata-dining-aliganj,Kolkata Dining,Lucknow,Aliganj,3.7,379.0,+91 7081139139,"South Indian, Chinese, Continental, North Indian, Mughlai",550.0,"C-76, Sector N, Near Gulachin Mandir, Aliganj, Lucknow",True,True,False,"Chicken Biryani , Fish Fry",80.9551301971,26.900933778699997
101278,https://www.zomato.com/lucknow/the-urban-dhaba-gomti-nagar,The Urban Dhaba,Lucknow,Gomti Nagar,4.3,1726.0,080 45128613,North Indian,850.0,"3/187 Vivek Khand, Gomti Nagar Above Spencer's",False,True,False,"Bahubali Thali , Dal Makhani , Paneer Lababdar , Spring Roll , Panneer Butter Masala , Handi Paneer , Kadhai Paneer",80.9980995208,26.856980302100002
101288,https://www.zomato.com/lucknow/dezzerts-nishatganj,Dezzerts,Lucknow,Nishatganj,2.8,10.0,+91 9335912829,"Desserts, Ice Cream",250.0,"Near Indira Bridge, Nishatganj, Lucknow",False,False,False,Not available,80.9564853832,26.8706408303
101293,https://www.zomato.com/lucknow/packing-shacking-1-gomti-nagar,Packing Shacking,Lucknow,Gomti Nagar,4.2,328.0,0522 4242911 +91 6307403583,"Chinese, North Indian, Fast Food",900.0,"2/81, Viram Khand 2, Opposite SBI Gomtinagar, Lucknow.",True,True,False,"Tandoori Momos , Soya Chaap , Paneer Tikka , Pav Bhaji , Noodle , Malai Kofta , Panneer Butter Masala",80.99897990000001,26.848790700000002
101301,https://www.zomato.com/lucknow/mini-melts-ice-cream-hazratganj,Mini Melts Ice Cream,Lucknow,Hazratganj,3.2,9.0,+91 8787200321,Ice Cream,200.0,"Opposite Bank OF Baroda ATM, Shahnajaf Road, Prem Nagar, Hazratganj, Lucknow, Uttar Pradesh 226001",False,False,False,Not available,80.9456569701,26.8553489323
101306,https://www.zomato.com/lucknow/filmi-dhaba-aliganj,Filmi Dhaba,Lucknow,Aliganj,3.1,4.0,0522 4061800,North Indian,500.0,"02, Woodland Garden, Off Kursi Road, Gurudwara, Aliganj, Lucknow",False,False,False,Not available,0.0,0.0
101309,https://www.zomato.com/lucknow/bhatia-matthi-wale-gomti-nagar,Bhatia Matthi Wale,Lucknow,Gomti Nagar,4.0,276.0,+91 9519191994 0522 4343100,"Street Food, Fast Food",250.0,"2/430, Vivek Khand, Gomti Nagar, Lucknow",True,False,False,"Chaat , Pav Bhaji , Chole Bhature , Chur Chur Naan , Jalebi , Dhokla , Chole Samosa",80.9985415,26.857917999999998
101319,https://www.zomato.com/lucknow/the-flying-saucer-cafe-gomti-nagar,The Flying Saucer Cafe,Lucknow,Gomti Nagar,4.2,915.0,+91 9682213888 +91 9682214888,"Cafe, Italian, Continental, Chinese",1200.0,"14-18, Ground Floor, Rohtas Presidential Arcade, Vibhuti Khand, Gomti Nagar, Lucknow",True,True,False,"Pizza , Cocktails , Spring Roll , Garlic Bread , Long Island Iced Tea , White Sauce Pasta , Fries",81.0069256649,26.866286497399997
101333,https://www.zomato.com/lucknow/the-pizza-dine-aliganj,The Pizza Dine,Lucknow,Aliganj,4.0,454.0,+91 8953953777 0522 4248484,"Pizza, Italian, Fast Food",500.0,"C 14, Sector F, Aliganj, Lucknow",True,False,False,"Brownie , Macaroni , Cone Pizza , Margherita Pizza , Cheesy Garlic Bread , Red Sauce Pasta , Tomato Soup",80.9465672448,26.8832994152
101334,https://www.zomato.com/lucknow/galaxy-grand-restaurant-hazratganj,Galaxy Grand Restaurant,Lucknow,Hazratganj,3.0,0.0,+91 7317007060 +91 8868832688,"North Indian, Mughlai, Chinese",1000.0,"29-B, Jopling Road, Hazratganj, Lucknow",False,False,False,Not available,0.0,0.0
101345,https://www.zomato.com/lucknow/chef-bite-2-nishatganj,Chef Bite,Lucknow,Nishatganj,3.1,8.0,+91 9654730208,"North Indian, Mughlai",500.0,"Padma Apartment, Puraniya Railway Crossing, Near Hazarilal Inter College, Sitapur Road, Lucknow",True,False,False,Not available,80.956011638,26.8668649313
101351,https://www.zomato.com/lucknow/neelkanth-sweets-gomti-nagar,Neelkanth Sweets,Lucknow,Gomti Nagar,4.3,610.0,01800 1200551 0522 6555559,"Desserts, Fast Food, Mithai",300.0,"3/118, Vivek Khand, Gomti Nagar, Lucknow",False,False,False,"Chaat , Rasmalai , Kulfi Faluda , Jalebi , Gulab Jamun , Rasgulla , Aloo Tikki",80.99760767069999,26.857924595500002
101359,https://www.zomato.com/lucknow/hookie-dookie-1-gomti-nagar,Hookie Dookie,Lucknow,Gomti Nagar,2.7,4.0,+91 8115642075,"Chinese, North Indian, Italian",500.0,"5/1, Vipul Khand, Near SRS City Mall, Gomti Nagar, Lucknow",False,False,False,Not available,0.0,0.0
101367,https://www.zomato.com/lucknow/the-oven-aliganj,The Oven,Lucknow,Aliganj,4.1,355.0,+91 9559200100 +91 9935168696,"Fast Food, Pizza, Momos",200.0,"1, Lower Ground, Sitapur Road, Iradat Nagar, Aliganj, Lucknow",True,False,False,"Momos , Fried Momo , Fries , Corn Pizza , Malai Chaap , Tandoor Paneer Pizza",80.920738,26.877814
101372,https://www.zomato.com/lucknow/the-food-happiness-aliganj,The Food Happiness,Lucknow,Aliganj,3.1,8.0,+91 8176800817,"Fast Food, Sandwich, Rolls",150.0,"U - 15, M.D.S Tower, Opposite Integral University, Kursi Road, Lucknow Uttar Pradesh 226026",False,False,False,Not available,80.99793490020001,26.9583386554
101382,https://www.zomato.com/lucknow/eatery-castle-indira-nagar,Eatery Castle,Lucknow,Indira Nagar,4.1,516.0,0522 4241442,"North Indian, BBQ, Italian, Chinese, Desserts",800.0,"15/7-1 Munshipulia Nagar, Indira Nagar, Lucknow",True,True,False,"Paneer Lababdar , Kulfi , Paneer Tikka , Chicken Tikka , Pasta , Spicy Corn , Biryani",80.9953827783,26.885036540500003
